mode,n_steps,d,k_max,k_true,psd_violations,max_drift,final_drift,u_cols_final
naive,200,200,4,2,0,0.6691444464883484,0.6691444464883484,7
naive,500,200,4,2,0,2.7161820556622134,2.7161820556622134,7
naive,1000,200,4,2,0,914.8866024444757,914.8866024444757,7
naive,5000,200,4,2,0,914.8866024444757,2.577234613588447,7
realistic,200,200,4,2,0,0.3733259578873517,0.3733259578873517,7
realistic,500,200,4,2,0,1.431842140406051,1.431842140406051,7
realistic,1000,200,4,2,0,21.25498948785059,21.25498948785059,7
realistic,5000,200,4,2,0,453.40271749254396,3.931292628538164,7
