label,d,n_comp,classic_status,classic_mean_ms,classic_min_ms,sparse_status,sparse_mean_ms,sparse_min_ms,vectorize_status,vectorize_mean_ms,vectorize_min_ms,spd_sparse_over_classic,spd_vec_over_classic,spd_vec_over_sparse,max_rel_diff_E
SOGA/BayesPointMachine.soga,9,1,ok,6.6597503221904235,6.4562089974060655,ok,5.305528019865354,5.178875057026744,ok,5.586027672203879,5.364999989978969,1.2552474131235365,1.1922157771128485,0.9497854882219267,2.1026919536129106e-14
SOGA/Bernoulli.soga,2,1954,ok,1899.9239170225337,1887.5666670501232,ok,524.3770276041081,510.59479091782123,ok,47.2568473390614,46.91812500823289,3.6232020416747357,40.204203708106895,11.096318462418257,3.885780586188048e-16
SOGA/BernoulliPrune.soga,2,27,ok,257.6809163438156,256.4569159876555,ok,127.6831110008061,126.72662502154708,ok,85.43441630899906,85.12470801360905,2.0181284300175677,3.0161254383928333,1.494516103896608,2.220446049250313e-16
SOGA/Burglar.soga,6,4,ok,4.434138963309427,4.239999921992421,ok,4.432638719057043,4.273333004675806,ok,4.125681007280946,4.089292022399604,1.0003384539881253,1.0747653430995074,1.074401707556736,0.0
SOGA/ClickGraph.soga,-1,-1,timeout warmup,,,timeout warmup,,,timeout warmup,,,,,,
SOGA/ClickGraphPrune.soga,6,35,ok,1271.3221667023997,1268.557875067927,ok,922.4055833183229,918.5539160389453,ok,847.2115832846612,826.1518329381943,1.3782680739299746,1.5005958272825437,1.088754688341409,2.7823060122500465e-07
SOGA/ClinicalTrial.soga,5,5795,ok,5636.128972323301,5536.520207999274,ok,1546.7015413256984,1536.0957499360666,ok,122.16800032183528,121.10516696702689,3.6439667393700925,46.134249209904986,12.660447394171303,9.992007221626409e-16
SOGA/ClinicalTrialPrune.soga,5,23,ok,275.5569719787066,274.22312495764345,ok,144.0925419641038,135.22566691972315,ok,90.51605535205454,87.24533300846815,1.9123610994894733,3.0442883409683628,1.5919003695385094,2.220446049250313e-16
SOGA/CoinBias.soga,2,64,ok,63.155944032284125,62.95854097697884,ok,20.517249979699653,20.385957905091345,ok,7.587583619169891,7.332916953600943,3.0781875784899246,8.323591172388769,2.704055864091329,2.220446049250313e-16
SOGA/DigitRecognition.soga,-1,-1,"error: TypeError: list indices must be integers or slices, not NoneType",,,"error: TypeError: list indices must be integers or slices, not NoneType",,,"error: TypeError: list indices must be integers or slices, not NoneType",,,,,,
SOGA/Grass.soga,10,28,ok,10.934042007041475,10.578084038570523,ok,10.642152978107333,10.558458976447582,ok,8.23811162263155,8.03320889826864,1.0274276294970206,1.327251014298438,1.2918194685383306,1.1102230246251565e-16
SOGA/IndianGPA.soga,4,11,ok,30.24259702457736,26.73920802772045,ok,31.64533335560312,10.687250061891973,ok,6.106028022865455,5.60425000730902,0.9556732009973473,4.952908324581358,5.182638081106039,1.726803477315714e-16
SOGA/MurderMistery.soga,2,2,ok,1.3847640172267954,1.3417090522125363,ok,1.0931110009551048,1.0733749950304627,ok,1.3534723548218608,1.332291983999312,1.2668100641351692,1.0231195430726423,0.8076345239419214,0.0
SOGA/NoisyOr.soga,10,256,ok,24.067430368935067,22.536750067956746,ok,25.313680642284453,24.323541903868318,ok,19.453472380215924,18.74470803886652,0.9507677176242942,1.2371791471743376,1.3012422742599068,3.3306690738754696e-16
SOGA/RandomWalkDisc10.soga,1,1024,ok,114.83175000951935,108.02570800296962,ok,90.74387466534972,89.61554104462266,ok,46.82315300063541,46.71191703528166,1.2654490502306874,2.4524565871922603,1.9380129028072564,0.0
SOGA/RandomWalkGauss10.soga,1,1024,ok,690.2084306736166,677.3899589898065,ok,192.1467640592406,161.20820806827396,ok,45.86831934284419,43.98741596378386,3.5920897968430996,15.047606726434253,4.189095367175623,7.993501633603745e-15
SOGA/RandomWalkUnif10.soga,1,271764,timeout warmup,,,ok,52636.519916704856,52119.47166710161,ok,7273.635930692156,7014.274290995672,,,,
SOGA/Scale.soga,3,1,ok,3.332041669636965,2.9907500138506293,ok,6.448444677516818,1.6884580254554749,ok,1.7425836607192953,1.5206250827759504,0.5167202071616555,1.9121272308163275,3.7005079428181142,0.0
SOGA/SurveyUnbias.soga,4,128,ok,138.3978610004609,137.1432919986546,ok,40.97095838127037,40.54087505210191,ok,10.521805263124406,10.08108293171972,3.377950296220765,13.153433041143762,3.8939095864908846,3.330669073875469e-16
SOGA/ThreeCoins.soga,3,4,ok,1.2016529993464549,1.1140420101583004,ok,1.4551390195265412,1.1507499730214477,ok,1.3115276427318652,1.163374981842935,0.8257994481774236,0.9162239210173677,1.10949931371293,0.0
SOGA/Toy.soga,1,2,ok,0.29912501728783053,0.28679100796580315,ok,0.28681999538093805,0.28658402152359486,ok,0.27905536505083245,0.271082972176373,1.0429015483754878,1.0719199655356644,1.0278246946755214,0.0
SOGA/TrueSkills.soga,6,1,ok,2.373763631718854,2.2052499698475003,ok,1.8610140153517325,1.6739999409765005,ok,1.7598193371668458,1.724041998386383,1.2755216307547321,1.348867796588941,1.057502878873806,4.367647915882212e-16
SOGA/TwoCoins.soga,3,3,ok,1.2814720006038745,1.2240000069141388,ok,1.3528333511203527,1.237125019542873,ok,1.3199720221261184,1.2779580429196358,0.9472504499852993,0.9708326988171834,1.0248954738762597,0.0
Example/Bernoulli.soga,2,1954,ok,1972.0435416481148,1958.7094580056146,ok,565.5179720294351,554.8971249954775,ok,49.40166669742515,48.57291607186198,3.4871456597058783,39.91856294498054,11.447346007435621,3.885780586188048e-16
