label,status,d,n_comp,setup_ms,classic_soga_ms,classic_soga_std_ms,classic_soga_min_ms,sparse_soga_ms,sparse_soga_std_ms,sparse_soga_min_ms,speedup_soga,speedup_min,max_diff
SOGA/BayesPointMachine.soga,OK,9,1,10.020999936386943,7.223832964276274,0.4453776011074211,6.711915950290859,5.599000335981448,0.34398035730267773,5.201834021136165,1.290200487728674,1.2902979839454523,8.704148513061227e-14
SOGA/Bernoulli.soga,OK,2,1954,4491.612083977088,1959.2228749922167,12.980447144859108,1945.7945839967579,537.9488060328489,12.494483954298023,528.725584037602,3.6420247670790076,3.6801596948226676,6.661338147750939e-16
SOGA/BernoulliPrune.soga,OK,2,27,2.8757499530911446,257.23177765030414,0.8754399262587843,256.23637496028095,117.84156931874652,0.6208607909386986,117.34833300579339,2.182861100182099,2.1835535997569795,2.220446049250313e-16
SOGA/Burglar.soga,OK,6,4,5.557750002481043,4.424958334614833,0.3388227637725909,4.214124986901879,4.576402949169278,0.29438921436272597,4.2381249368190765,0.9669075000089457,0.9943371301518991,0.0
SOGA/ClickGraph.soga,timeout in classic start_SOGA (>60.0s),,,,,,,,,,,,
SOGA/ClickGraphPrune.soga,OK,6,35,4.82454092707485,1264.306666329503,6.270796749177058,1257.7082919888198,894.0255136694759,17.254069096541052,882.4166250415146,1.414172914529284,1.4252998598362185,2.220446049250313e-16
SOGA/ClinicalTrial.soga,OK,5,5795,4.761334042996168,5734.005708325033,29.151086725912535,5707.042000023648,1568.7765136826783,12.301455635883514,1554.5999580062926,3.655081305918167,3.671067897970796,4.440892098500626e-16
SOGA/ClinicalTrialPrune.soga,OK,5,23,4.79020900093019,264.0853752770151,2.0723578474466042,262.1202919399366,123.47277766093612,0.6514460620785198,123.00345895346254,2.13881456528183,2.130999357010829,4.440892098500626e-16
SOGA/CoinBias.soga,OK,2,64,6602.278250036761,63.41513867179553,0.20424294300282458,63.20874998345971,20.493763925818104,0.19245586813067364,20.33649990335107,3.094362699860368,3.108143008081942,3.3306690738754696e-16
SOGA/DigitRecognition.soga,"error: TypeError: list indices must be integers or slices, not NoneType",,,,,,,,,,,,
SOGA/Grass.soga,OK,10,28,7.391665945760906,10.99908328615129,0.6591853962618596,10.53999993018806,10.862041730433702,0.2790656796810597,10.583750088699162,1.0126165558113829,0.9958662895340078,0.0
SOGA/IndianGPA.soga,OK,4,11,8567.57195899263,24.69345834106207,0.38367382034198366,24.26241699140519,10.62363867337505,0.08335524029133777,10.554208070971072,2.3243880086912956,2.2988382290982114,0.0
SOGA/MurderMistery.soga,OK,2,2,2.0249589579179883,1.1999446044986446,0.21431749163785765,1.075957901775837,1.0656107139463227,0.004687909270592616,1.06095802038908,1.1260628189959139,1.0141380536255864,0.0
SOGA/NoisyOr.soga,OK,10,256,5.856500007212162,25.79690294805914,5.6803902028278355,22.462916909717023,22.15079132777949,0.30530837147890366,21.798333036713302,1.1646041248064594,1.030487830050326,0.0
SOGA/RandomWalkDisc10.soga,OK,1,1024,2.6651249499991536,100.17654167798658,0.4716007166724921,99.71004200633615,84.1148189889888,0.5835159390420674,83.5617909906432,1.190949976259241,1.1932492210165906,0.0
SOGA/RandomWalkGauss10.soga,OK,1,1024,2.22566700540483,651.8725413285816,6.953092350283602,644.1629159962758,154.344500003693,0.45139359566709775,153.8437909912318,4.223490576683874,4.187123262147052,0.0
SOGA/RandomWalkUnif10.soga,timeout in classic start_SOGA (>60.0s),,,,,,,,,,,,
SOGA/Scale.soga,OK,3,1,2.9363330686464906,2.674597354295353,0.07129870299310949,2.5987500557675958,1.5757776175936062,0.06681015093528667,1.4995828969404101,1.6973190407284569,1.732981925220546,0.0
SOGA/SurveyUnbias.soga,OK,4,128,3.272083937190473,122.30470799840987,0.21594188158702507,122.05674999859184,36.63344463954369,0.14446080686582197,36.48333391174674,3.3386079087520204,3.3455481424435436,2.220446049250313e-16
SOGA/ThreeCoins.soga,OK,3,4,1.606459030881524,1.1050699977204204,0.006907000255207045,1.0972090531140566,1.1024443277468283,0.05610595130881636,1.037708017975092,1.0023816803329728,1.05733889890826,0.0
SOGA/Toy.soga,OK,1,2,9330.324250040576,0.27437496464699507,0.006362764343499661,0.268207979388535,0.3040969992677371,0.05762677744582352,0.2658329904079437,0.9022613353886674,1.0089341393517286,0.0
SOGA/TrueSkills.soga,OK,6,1,2.2623329423367977,2.0572082915653787,0.05912506644483988,1.991208060644567,1.7594166565686464,0.28929480184216827,1.5523330075666308,1.1692558916530376,1.28271965547257,4.263256414560601e-14
SOGA/TwoCoins.soga,OK,3,3,2.1372500341385603,1.2619166712587078,0.04611496150797005,1.2171251000836492,1.4451530296355486,0.31124443057985035,1.208124915137887,0.8732062593931309,1.0074497138772567,0.0
Example/Bernoulli.soga,OK,2,1954,2.992291934788227,1937.9163609895234,15.151494407227705,1922.5239999359474,545.4449719982222,9.313475591141621,535.3888750541955,3.5529090201162212,3.59089269410265,6.661338147750939e-16
